id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,b1_PDI_rate,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-1166,Female,21,0,0,,No Degree,0,6.0,0.0,5,1.0,250,30,215,248.2,16,2530.0,248.2,0,7.97,507,-42,Specialist,IT,Curitiba,0.37,8,8.38,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1167,Female,48,0,0,,High School,0,0.6,0.0,5,1.0,250,30,215,233.03,109,4660.0,1016.39,0,12.29,418,-23,Specialist,HR,Belo Horizonte,0.84,7,7.97,5,7,4,5,5,5,4,3,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-1168,Male,30,0,0,,High School,0,8.9,0.0,5,1.0,250,30,215,196.86,40,3100.0,196.86,0,13.23,443,64,Assistant,Legal,Curitiba,0.94,9,9.34,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1169,Female,32,1,1,9.0,Bachelor,0,4.2,0.0,3,1.0,250,30,217,0.0,5,3220.0,0.0,0,7.31,519,2,Specialist,HR,Sao Paulo,0.64,9,9.0,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1170,Female,36,4,1,2.0,Bachelor,0,5.0,0.0,5,1.0,250,30,215,168.75,67,4500.0,1578.01,0,10.94,430,39,Analyst,Marketing,Sao Paulo,0.55,8,8.49,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1171,Male,35,3,3,4.0,Master,0,21.0,0.0,7,1.0,250,30,213,0.0,7,3990.0,0.0,0,7.35,558,-20,Analyst,Operations,Sao Paulo,0.89,7,7.77,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1172,Male,49,2,0,11.0,Bachelor,0,4.1,0.0,3,1.0,250,30,217,0.0,11,3510.0,0.0,0,10.78,638,62,Analyst,Operations,Curitiba,0.81,8,8.3,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-1173,Female,48,0,0,,Bachelor,0,6.9,0.0,4,1.0,250,30,216,0.0,3,3340.0,0.0,0,13.24,615,-5,Specialist,IT,Rio de Janeiro,0.65,7,7.37,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,None,,0
EMP-1174,Male,18,0,0,,High School,0,3.8,0.0,6,1.0,250,30,214,0.0,0,2180.0,0.0,0,8.91,533,21,Intern,IT,Sao Paulo,0.73,3,3.22,3,4,2,5,5,2,2,3,4,3,3,5,4,4,4,4,3,4,3,4,4,3,4,4,5,2,3,4,4,3,2,3,3,3,4,Dissatisfaction,1.0,1
EMP-1175,Female,29,2,2,6.0,Bachelor,0,7.3,0.0,5,1.0,250,30,215,594.43,99,5070.0,1509.57,0,10.41,436,8,Director,Marketing,Curitiba,0.33,5,4.85,5,6,4,4,3,2,5,5,4,4,3,5,5,5,3,4,5,4,4,5,5,4,4,4,4,5,5,3,4,5,3,4,4,4,5,Better Offer,3.0,1
EMP-1176,Male,29,3,1,1.0,Bachelor,0,10.2,0.0,4,1.0,250,30,216,0.0,9,3270.0,0.0,1,8.45,343,55,Analyst,Operations,Rio de Janeiro,0.62,5,5.94,5,9,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,3,4,5,5,Stress,5.0,1
EMP-1177,Female,33,2,0,15.0,High School,0,70.9,0.0,0,0.75,187,22,165,146.51,152,4027.5,1194.17,0,12.25,528,0,Assistant,Operations,Rio de Janeiro,0.86,6,6.55,5,6,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Personal,3.0,1
EMP-1178,Female,32,0,0,,High School,0,11.2,0.0,6,1.0,250,30,214,210.45,61,3540.0,1768.5,0,13.39,463,-8,Assistant,Finance,Rio de Janeiro,0.53,7,6.78,5,5,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1179,Male,30,2,1,10.0,Bachelor,0,2.6,0.0,3,1.0,250,30,217,86.56,20,3500.0,86.56,0,9.3,662,53,Intern,Operations,Rio de Janeiro,0.66,6,6.37,5,2,5,4,4,5,4,3,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-1180,Male,41,1,0,15.0,High School,0,56.5,0.0,2,1.0,250,30,218,303.83,92,4250.0,2708.8,0,9.89,486,23,Specialist,Legal,Rio de Janeiro,0.47,4,4.5,4,6,4,4,3,5,5,4,5,5,4,4,5,4,5,4,4,4,5,3,3,4,3,5,4,5,5,4,4,5,5,3,4,4,5,Dissatisfaction,3.0,1
EMP-1181,Male,41,1,0,10.0,No Degree,0,18.6,0.0,5,1.0,250,30,215,180.67,18,2770.0,180.67,0,7.97,376,26,Analyst,Operations,Sao Paulo,0.4,6,6.05,4,3,5,4,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,None,,0
EMP-1182,Male,51,3,0,30.0,High School,0,16.9,0.0,10,0.75,187,22,155,0.0,11,2047.5,0.0,0,8.89,428,29,Analyst,Finance,Sao Paulo,0.69,6,6.63,4,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,None,,0
EMP-1183,Male,35,1,1,2.0,Bachelor,0,4.2,0.0,5,1.0,250,30,215,124.51,61,4370.0,2605.32,0,10.29,619,46,Specialist,IT,Sao Paulo,0.92,8,8.99,5,7,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1184,Female,44,2,0,8.0,PhD,0,4.5,0.0,3,0.5,125,15,107,675.62,107,3790.0,1417.43,0,7.9,516,-8,Analyst,Sales,Sao Paulo,0.78,5,5.74,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,4,5,Better Offer,3.0,1
EMP-1185,Female,33,0,0,,High School,0,5.6,0.0,5,1.0,250,30,215,98.2,28,2890.0,98.2,0,10.29,235,35,Specialist,Sales,Belo Horizonte,0.91,5,5.4,5,4,4,4,5,5,5,3,4,4,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,5,4,Better Offer,4.0,1
EMP-1186,Male,29,2,0,4.0,Bachelor,0,0.7,0.0,5,1.0,250,30,215,106.77,71,4510.0,1944.32,0,10.59,517,37,Specialist,IT,Rio de Janeiro,0.85,6,7.13,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1187,Female,28,2,0,0.0,Bachelor,0,4.9,0.0,5,1.0,250,30,215,372.66,33,3740.0,372.66,0,12.25,521,-2,Specialist,HR,Sao Paulo,0.57,8,7.91,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1188,Male,32,1,1,0.0,High School,0,9.0,0.0,3,1.0,250,30,217,416.89,51,3340.0,416.89,0,10.9,562,-19,Assistant,Sales,Sao Paulo,0.67,7,6.83,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-1189,Male,36,3,1,3.0,Master,0,19.4,0.0,5,0.5,125,15,105,199.73,96,2890.0,903.64,0,9.43,335,3,Director,Operations,Sao Paulo,0.84,6,6.48,5,9,5,5,4,5,5,4,4,5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Better Offer,5.0,1
EMP-1190,Female,38,0,0,,Bachelor,0,8.7,0.0,2,1.0,250,30,218,0.0,12,3420.0,0.0,0,9.07,348,56,Manager,Finance,Rio de Janeiro,0.49,7,7.9,5,8,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1191,Male,45,4,2,12.0,High School,0,23.3,0.0,3,1.0,250,30,217,0.0,7,2590.0,0.0,0,7.15,571,-23,Specialist,Sales,Belo Horizonte,0.58,7,7.79,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1192,Male,35,1,1,9.0,Master,0,17.1,0.0,6,1.0,250,30,214,460.71,48,4810.0,460.71,0,13.47,291,-24,Manager,Legal,Rio de Janeiro,0.78,6,6.35,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,4,Retirement,5.0,1
EMP-1193,Female,45,0,0,,Master,0,2.9,0.0,4,0.5,125,15,106,160.97,60,2575.0,160.97,0,11.44,379,-13,Analyst,HR,Rio de Janeiro,0.91,7,7.7,5,7,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1194,Male,32,0,0,,Master,0,24.9,0.0,6,1.0,250,30,214,1410.38,168,7180.0,2936.78,0,8.92,450,44,Analyst,Operations,Sao Paulo,0.91,8,7.58,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,None,,0
EMP-1195,Male,32,1,1,14.0,Bachelor,0,59.0,0.0,6,1.0,250,30,214,163.9,76,4640.0,2233.61,0,7.06,607,23,Analyst,Legal,Rio de Janeiro,0.87,4,4.71,3,9,4,2,4,3,4,4,5,4,4,3,3,5,5,4,4,4,5,4,3,5,3,5,4,5,4,4,5,4,4,4,3,4,5,Better Offer,3.0,1
EMP-1196,Male,29,3,3,1.0,High School,0,13.3,0.0,3,1.0,250,30,217,174.86,132,4930.0,1399.05,0,9.57,564,-1,Analyst,Sales,Sao Paulo,0.91,8,8.05,5,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1197,Male,35,0,0,,PhD,0,8.6,0.0,4,1.0,250,30,216,405.42,84,7030.0,3440.94,0,7.87,582,-65,Intern,HR,Remote,0.58,7,7.17,5,6,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,None,,0
EMP-1198,Male,32,1,1,10.0,Bachelor,0,81.8,0.0,9,1.0,250,30,211,347.52,14,3400.0,347.52,0,13.89,644,47,Intern,HR,Sao Paulo,0.82,5,5.54,5,8,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,Dissatisfaction,4.0,1
EMP-1199,Female,37,2,2,7.0,PhD,0,1.1,0.0,2,1.0,250,30,218,841.31,119,7750.0,3550.82,0,8.49,543,83,Assistant,Operations,Sao Paulo,0.86,5,5.6,5,4,4,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,5,4,4,None,,0
EMP-1200,Female,34,1,0,13.0,High School,0,7.2,0.0,11,1.0,250,30,209,624.48,192,6180.0,1557.02,0,10.8,587,-40,Manager,Marketing,Belo Horizonte,0.62,7,7.6,5,7,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-1201,Male,64,1,0,3.0,High School,0,2.6,0.3898514366275955,6,0.5,125,15,104,174.81,20,1520.0,174.81,0,11.54,372,-12,Intern,IT,Rio de Janeiro,0.69,9,8.76,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1202,Male,27,0,0,,Master,0,4.7,0.0,5,1.0,250,30,215,501.8,108,5930.0,3444.6,0,12.3,432,-23,Manager,Finance,Sao Paulo,0.62,6,6.42,5,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,4,5,5,4,5,5,4,5,5,Better Offer,5.0,1
EMP-1203,Female,31,1,0,1.0,Bachelor,0,42.1,0.0,8,1.0,250,30,212,574.38,106,5230.0,1646.38,0,12.8,421,19,Analyst,Finance,Belo Horizonte,0.66,6,6.63,4,7,4,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Personal,5.0,1
EMP-1204,Female,30,1,1,3.0,High School,0,13.7,0.0,4,0.75,187,22,161,747.54,144,3885.0,2054.22,0,7.09,404,-20,Analyst,Operations,Remote,0.37,9,8.71,5,9,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1205,Female,21,0,0,,High School,0,8.7,0.0,3,1.0,250,30,217,0.0,5,2310.0,0.0,0,12.77,531,-69,Analyst,Marketing,Remote,0.75,6,7.17,5,7,4,5,3,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1206,Female,26,4,2,4.0,Bachelor,0,5.5,0.0,1,1.0,250,30,219,406.09,96,4980.0,1858.03,0,11.47,304,36,Analyst,Sales,Sao Paulo,0.78,8,8.52,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1207,Female,21,0,0,,High School,0,21.1,0.0,7,1.0,250,30,213,0.0,3,2270.0,0.0,0,7.72,466,8,Analyst,Marketing,Sao Paulo,0.75,8,8.35,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1208,Male,31,1,1,12.0,High School,0,63.2,0.0,5,1.0,250,30,215,44.62,105,4410.0,2282.75,0,8.91,626,61,Analyst,Finance,Sao Paulo,0.4,6,6.62,5,5,5,4,5,5,5,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1209,Male,38,2,1,4.0,Master,0,3.7,0.0,2,1.0,250,30,218,689.52,29,4460.0,689.52,0,9.31,642,34,Analyst,Marketing,Remote,0.57,9,8.78,5,7,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1210,Male,49,1,0,6.0,High School,0,5.1,0.0,5,1.0,250,30,215,188.67,17,2830.0,188.67,0,8.29,331,-57,Intern,Marketing,Belo Horizonte,0.92,7,7.62,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1211,Female,38,3,3,1.0,Bachelor,0,6.7,0.0,4,0.75,187,22,161,160.75,45,3060.0,160.75,0,7.59,337,89,Specialist,Sales,Sao Paulo,0.62,7,7.08,5,9,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1212,Male,38,1,1,12.0,Master,0,3.7,0.0,6,1.0,250,30,214,296.03,47,4820.0,296.03,0,13.38,472,-35,Assistant,Finance,Sao Paulo,0.66,4,4.74,4,5,5,4,4,3,4,4,4,5,4,2,5,5,3,5,5,4,5,5,4,5,4,5,5,5,5,4,3,5,5,4,5,4,5,Personal,3.0,1
EMP-1213,Male,18,0,0,,Bachelor,0,5.5,0.0,2,1.0,250,30,218,0.0,0,2980.0,0.0,0,8.5,539,-40,Assistant,HR,Curitiba,0.47,7,7.51,5,7,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,None,,0
EMP-1214,Female,50,3,0,9.0,High School,0,20.8,0.0,4,0.5,125,15,106,288.56,34,1590.0,288.56,0,11.96,537,-9,Intern,Operations,Rio de Janeiro,0.65,5,5.33,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,4,4,3,5,5,5,5,5,4,5,4,4,5,Better Offer,3.0,1
EMP-1215,Male,55,1,0,34.0,Bachelor,0,1.5,0.0,11,1.0,250,30,209,0.0,6,3470.0,0.0,0,8.36,559,-34,Analyst,Legal,Rio de Janeiro,0.74,8,8.11,5,9,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1216,Male,28,1,1,4.0,High School,0,9.5,0.0,7,1.0,250,30,213,368.38,45,3180.0,368.38,0,10.53,579,-92,Specialist,HR,Rio de Janeiro,0.79,6,6.9,5,8,5,4,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1217,Male,56,1,0,38.0,Master,0,25.6,0.40200319265748796,5,1.0,250,30,215,0.0,1,4080.0,0.0,0,8.53,534,-9,Analyst,IT,Sao Paulo,0.64,6,6.39,5,3,3,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,None,,0
EMP-1218,Female,32,2,0,9.0,High School,0,11.5,0.0,5,0.75,187,22,160,333.26,168,4260.0,1528.38,0,12.61,432,127,Specialist,Operations,Sao Paulo,0.95,5,5.52,4,6,5,4,3,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5,4,4,4,3,4,5,5,5,4,4,5,4,4,5,5,Better Offer,3.0,1
EMP-1219,Male,53,2,0,9.0,High School,0,21.9,0.0,10,1.0,250,30,210,517.27,135,5230.0,1431.61,0,8.95,542,-36,Specialist,IT,Sao Paulo,0.52,8,8.18,5,8,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1220,Female,37,1,1,12.0,High School,0,4.0,0.0,8,1.0,250,30,212,59.19,74,3850.0,1006.18,0,10.8,431,-99,Analyst,IT,Remote,0.75,7,7.59,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1221,Female,34,0,0,,High School,1,22.7,0.0,7,1.0,250,30,213,199.95,60,3540.0,199.95,0,10.92,264,91,Specialist,Legal,Sao Paulo,0.78,6,6.4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,None,,0
EMP-1222,Male,43,2,0,8.0,Master,0,6.9,0.0,2,1.0,250,30,218,97.61,151,6950.0,3836.02,0,7.02,420,-7,Analyst,Marketing,Belo Horizonte,0.81,8,8.31,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Personal,5.0,1
EMP-1223,Male,45,0,0,,High School,1,11.2,0.0,3,1.0,250,30,217,655.2,205,6550.0,3325.54,0,13.28,540,7,Analyst,Marketing,Rio de Janeiro,0.86,7,7.07,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1224,Male,40,1,0,22.0,High School,0,2.9,0.0,9,0.5,125,15,101,167.69,125,2450.0,940.74,0,8.91,690,50,Analyst,Operations,Sao Paulo,0.83,9,9.11,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1225,Male,47,1,0,19.0,High School,0,4.4,0.0,1,1.0,250,30,219,138.43,33,3130.0,138.43,0,11.14,288,80,Analyst,IT,Sao Paulo,0.54,9,9.3,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1226,Female,18,0,0,,High School,0,44.8,0.0,3,1.0,250,30,217,0.0,0,2180.0,0.0,0,10.13,459,-25,Analyst,Finance,Belo Horizonte,0.44,9,9.02,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1227,Male,51,1,0,30.0,PhD,0,2.7,0.0,10,1.0,250,30,210,414.09,13,5770.0,414.09,0,12.48,579,87,Assistant,Finance,Sao Paulo,0.93,8,7.96,5,10,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1228,Female,26,0,0,,No Degree,0,6.7,0.0,6,1.0,250,30,214,155.81,65,3560.0,1363.97,0,13.64,436,0,Assistant,Operations,Sao Paulo,0.92,6,6.26,5,4,3,3,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,Dissatisfaction,4.0,1
EMP-1229,Male,51,3,0,12.0,High School,0,14.3,0.0,8,1.0,250,30,212,0.0,4,2590.0,0.0,0,11.64,371,-35,Assistant,Marketing,Remote,0.57,6,7.3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,Better Offer,5.0,1
EMP-1230,Male,28,1,1,9.0,Bachelor,0,21.9,0.0,5,0.5,125,15,105,265.4,45,1990.0,265.4,0,12.87,449,40,Analyst,IT,Sao Paulo,0.83,6,6.14,5,5,5,5,5,5,3,5,4,4,4,4,5,5,4,4,5,5,5,5,3,5,5,4,5,5,5,4,5,5,5,5,5,4,5,None,,0
EMP-1231,Male,47,3,2,11.0,Bachelor,0,4.3,0.0,3,1.0,250,30,217,139.58,43,4130.0,139.58,0,10.34,452,22,Assistant,IT,Sao Paulo,0.78,6,7.2,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1232,Male,31,0,0,,Master,0,13.3,0.0,6,0.75,187,22,159,518.64,43,3502.5,518.64,0,9.17,648,18,Assistant,Sales,Rio de Janeiro,0.59,9,8.99,5,10,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1233,Female,50,1,0,20.0,Bachelor,0,1.3,0.0,8,1.0,250,30,212,0.0,8,3460.0,0.0,0,8.23,602,47,Analyst,HR,Curitiba,0.77,9,9.09,5,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,None,,0
EMP-1234,Female,40,2,1,13.0,Master,0,12.9,0.0,9,1.0,250,30,211,404.17,83,5560.0,2530.28,0,9.29,689,-7,Specialist,Marketing,Rio de Janeiro,0.69,9,8.94,5,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1235,Male,35,1,1,4.0,High School,0,4.8,0.0,4,0.75,187,22,161,439.71,90,3112.5,742.76,0,7.28,618,37,Analyst,Finance,Remote,0.17,7,7.13,5,8,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1236,Male,51,0,0,,No Degree,0,0.6,0.0,8,1.0,250,30,212,255.54,99,4490.0,1626.57,0,8.71,437,-7,Analyst,Legal,Rio de Janeiro,0.48,5,4.8,5,2,5,5,4,5,5,5,5,4,4,4,5,5,5,5,4,5,4,5,5,3,4,5,3,4,5,4,4,5,5,4,4,3,4,None,,0
EMP-1237,Male,43,3,1,25.0,High School,0,18.3,0.0,3,1.0,250,30,217,220.91,24,2910.0,220.91,0,9.98,363,-35,Analyst,HR,Sao Paulo,0.67,5,5.64,5,3,5,5,4,4,5,5,4,3,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,4,5,Dissatisfaction,3.0,1
EMP-1238,Male,36,2,0,9.0,High School,0,5.1,0.0,4,1.0,250,30,216,218.46,49,3340.0,218.46,0,8.63,286,27,Analyst,Sales,Sao Paulo,0.79,6,6.2,5,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,4,4,5,None,,0
EMP-1239,Male,38,3,1,10.0,Bachelor,0,2.2,0.0,4,1.0,250,30,216,205.81,180,6780.0,3214.56,0,7.4,608,46,Manager,Sales,Rio de Janeiro,0.75,6,7.35,5,7,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,None,,0
