id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-1196,Male,31,1,0,3.0,High School,0,2.9,0.0,3,1.0,250,30,217,0.0,0,2310.0,0.0,0,7.08,468,-71,Specialist,Sales,Remote,7,6.52,5,8,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Personal,5.0,1
EMP-1197,Male,37,1,0,19.0,High School,0,2.7,0.0,5,1.0,250,30,215,0.0,1,2390.0,0.0,0,9.41,552,60,Specialist,Marketing,Rio de Janeiro,4,4.64,4,4,4,5,4,2,5,5,5,5,5,4,5,5,5,2,5,4,5,4,5,4,5,4,5,5,5,4,4,5,4,4,4,5,4,Better Offer,5.0,1
EMP-1198,Male,34,1,1,1.0,Bachelor,0,6.5,0.0,3,1.0,250,30,217,797.81,42,3980.0,797.81,1,13.98,610,14,Manager,Sales,Curitiba,5,5.35,4,1,4,5,4,5,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,5,None,,0
EMP-1199,Female,47,2,2,13.0,Bachelor,0,3.1,0.0,6,1.0,250,30,214,221.68,31,3890.0,221.68,0,11.93,537,-7,Assistant,Sales,Rio de Janeiro,5,5.65,4,5,4,5,4,5,4,5,4,4,4,4,5,5,4,5,4,3,4,4,5,5,5,4,5,4,5,5,4,5,5,4,5,3,5,None,,0
EMP-1200,Male,54,1,0,35.0,Bachelor,0,4.9,0.0,6,1.0,250,30,214,1998.81,226,7860.0,2500.98,0,11.07,455,84,Assistant,Sales,Curitiba,8,8.34,5,9,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-1201,Male,37,1,0,15.0,High School,0,8.0,0.0,6,0.5,125,15,104,131.34,45,1635.0,131.34,0,7.37,411,87,Assistant,Marketing,Sao Paulo,5,5.55,5,5,5,3,5,5,4,5,3,5,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,3.0,1
EMP-1202,Female,42,0,0,,Bachelor,1,146.4,0.0,6,1.0,250,30,214,212.6,76,4740.0,1172.54,0,12.6,543,43,Analyst,Legal,Sao Paulo,4,3.97,5,3,4,5,3,4,5,4,5,5,3,4,5,3,5,4,5,5,4,5,5,5,4,5,3,5,2,4,4,3,5,2,5,3,5,None,,0
EMP-1203,Female,33,0,0,,Bachelor,0,9.6,0.0,9,1.0,250,30,211,0.0,2,3170.0,0.0,0,13.33,568,47,Analyst,Legal,Sao Paulo,9,8.82,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1204,Female,33,2,0,4.0,No Degree,0,3.0,0.0,6,1.0,250,30,214,182.68,51,3350.0,182.68,0,8.84,415,-68,Analyst,Sales,Remote,4,4.44,2,4,4,3,3,3,5,5,4,3,5,5,5,2,3,4,4,4,4,5,4,5,4,3,4,4,3,3,4,5,4,4,3,4,3,Dissatisfaction,2.0,1
EMP-1205,Other,31,1,1,6.0,Master,0,2.2,0.0,7,1.0,250,30,213,0.0,4,3890.0,0.0,0,7.49,606,78,Specialist,Legal,Sao Paulo,6,6.74,5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-1206,Male,37,0,0,,High School,0,1.1,0.0,7,0.5,125,15,103,0.0,12,1305.0,0.0,0,8.9,402,-16,Analyst,IT,Sao Paulo,7,7.9,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1207,Female,31,3,1,1.0,High School,0,20.0,0.0,5,1.0,250,30,215,102.55,112,4550.0,841.32,0,11.79,572,-6,Analyst,Sales,Sao Paulo,7,7.1,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,Better Offer,5.0,1
EMP-1208,Female,18,0,0,,High School,0,1.4,0.0,6,1.0,250,30,214,0.0,0,2180.0,0.0,0,8.47,314,86,Specialist,Sales,Rio de Janeiro,5,5.42,4,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,5,4,5,5,3,5,5,4,4,4,5,5,5,5,4,4,5,4,5,None,,0
EMP-1209,Male,37,1,0,6.0,High School,1,9.0,0.0,6,1.0,250,30,214,294.53,18,2730.0,294.53,0,8.31,571,-13,Analyst,Legal,Sao Paulo,6,6.94,5,8,4,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,Dissatisfaction,5.0,1
EMP-1210,Male,34,1,1,2.0,High School,0,2.9,0.0,4,1.0,250,30,216,142.24,14,2620.0,142.24,0,12.1,327,-40,Analyst,Marketing,Sao Paulo,9,9.01,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1211,Male,32,1,1,9.0,High School,0,15.7,0.0,5,0.75,187,22,160,27.41,78,2910.0,529.78,0,11.09,528,25,Assistant,HR,Remote,6,6.16,5,7,5,5,5,5,3,5,5,5,5,4,5,5,5,3,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,Better Offer,5.0,1
EMP-1212,Female,47,1,0,5.0,PhD,0,5.0,0.0,5,1.0,250,30,215,364.87,166,8790.0,2415.41,0,13.16,301,103,Manager,Operations,Rio de Janeiro,4,4.91,5,5,5,5,4,2,5,4,5,5,4,3,5,3,5,5,4,3,5,4,4,5,4,4,5,4,5,5,4,4,4,5,5,3,4,Dissatisfaction,4.0,1
EMP-1213,Male,18,0,0,,Bachelor,0,0.9,0.0,2,0.75,187,22,163,0.0,0,2235.0,0.0,0,7.03,509,-50,Specialist,Finance,Rio de Janeiro,7,7.68,5,8,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-1214,Male,24,0,0,,High School,1,5.0,0.0,2,1.0,250,30,218,0.0,4,2320.0,0.0,0,8.34,664,19,Analyst,Operations,Rio de Janeiro,6,6.14,5,6,5,5,5,5,4,4,3,5,4,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,4,3,4,4,5,Better Offer,5.0,1
EMP-1215,Female,18,0,0,,Bachelor,0,12.7,0.0,5,1.0,250,30,215,0.0,0,2980.0,0.0,0,9.33,707,71,Analyst,Marketing,Curitiba,5,5.4,5,5,5,3,5,5,5,4,5,3,5,4,5,4,5,5,4,2,4,5,4,4,4,5,3,4,4,5,5,5,4,4,4,5,5,Dissatisfaction,5.0,1
EMP-1216,Male,57,0,0,,High School,0,26.8,0.1906470216118466,7,1.0,250,30,213,0.0,7,2710.0,0.0,0,12.41,558,-42,Assistant,IT,Belo Horizonte,8,8.5,5,9,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1217,Female,37,4,3,3.0,High School,0,3.5,0.0,9,1.0,250,30,211,674.56,75,3870.0,2359.27,0,10.67,440,-72,Specialist,Finance,Rio de Janeiro,7,7.19,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1218,Female,26,3,0,5.0,High School,0,27.5,0.0,3,1.0,250,30,217,669.24,96,4180.0,861.36,0,7.8,430,6,Analyst,HR,Rio de Janeiro,6,6.02,4,3,5,5,5,4,4,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Stress,4.0,1
EMP-1219,Male,47,1,1,10.0,High School,0,3.3,0.0,5,1.0,250,30,215,163.75,46,3390.0,163.75,0,8.42,473,91,Specialist,IT,Sao Paulo,7,7.45,5,6,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,None,,0
EMP-1220,Female,30,2,1,9.0,High School,0,2.0,0.0,9,1.0,250,30,211,488.29,124,4780.0,1426.38,0,8.52,480,35,Manager,Operations,Rio de Janeiro,6,7.06,5,5,4,5,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1221,Male,47,2,2,23.0,High School,0,9.1,0.0,5,0.75,187,22,160,128.96,179,4537.5,578.66,0,8.86,478,15,Assistant,IT,Curitiba,7,7.01,5,9,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1222,Female,32,0,0,,High School,0,9.4,0.0,3,1.0,250,30,217,216.13,64,3600.0,816.42,0,12.17,466,6,Director,IT,Sao Paulo,8,8.27,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1223,Female,31,0,0,,Bachelor,0,17.2,0.0,7,1.0,250,30,213,0.0,4,3190.0,0.0,0,8.81,382,84,Analyst,Legal,Curitiba,7,7.09,5,6,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,Better Offer,5.0,1
EMP-1224,Male,32,2,0,1.0,No Degree,0,7.2,0.0,2,1.0,250,30,218,428.02,165,5620.0,2096.3,0,12.94,474,71,Analyst,Operations,Belo Horizonte,5,4.89,5,5,5,4,4,3,5,5,5,5,5,4,4,5,5,4,5,5,5,4,3,4,5,3,5,5,5,5,4,5,4,4,4,3,5,Better Offer,2.0,1
EMP-1225,Male,38,2,2,18.0,Master,0,17.8,0.0,1,1.0,250,30,219,113.85,24,4360.0,113.85,0,8.42,583,-34,Specialist,Marketing,Sao Paulo,8,8.51,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,None,,0
EMP-1226,Male,40,1,1,17.0,High School,0,4.2,0.0,7,1.0,250,30,213,137.69,49,3380.0,137.69,0,9.97,631,18,Manager,Operations,Curitiba,8,8.27,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,None,,0
EMP-1227,Female,38,3,3,12.0,High School,0,5.7,0.0,5,1.0,250,30,215,0.0,2,2420.0,0.0,0,8.35,616,43,Manager,HR,Belo Horizonte,6,6.37,3,7,5,5,4,5,4,5,5,5,4,5,5,5,4,5,4,4,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1228,Female,60,2,1,31.0,Master,0,10.3,0.43797298629714354,6,1.0,250,30,214,339.0,114,6380.0,2217.42,0,8.74,533,-25,Assistant,Sales,Belo Horizonte,7,7.11,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1229,Male,41,0,0,,Bachelor,1,4.6,0.0,2,1.0,250,30,218,67.64,75,4710.0,1499.46,0,9.5,416,50,Analyst,Finance,Sao Paulo,7,7.62,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1230,Male,36,1,0,3.0,Bachelor,0,5.1,0.0,5,0.75,187,22,160,79.63,23,2715.0,79.63,0,9.86,477,0,Assistant,IT,Remote,5,5.02,5,6,5,5,3,5,5,5,4,5,4,3,5,4,4,4,5,5,5,4,4,5,4,5,4,5,4,5,5,4,5,5,4,4,5,Dissatisfaction,3.0,1
EMP-1231,Female,27,2,1,9.0,Bachelor,0,4.8,0.0,4,0.75,187,22,161,309.65,37,2857.5,309.65,0,7.34,635,39,Analyst,Sales,Rio de Janeiro,8,8.53,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1232,Male,51,1,0,4.0,Master,0,17.8,0.0,6,1.0,250,30,214,0.0,8,4170.0,0.0,0,13.81,519,62,Assistant,Marketing,Sao Paulo,7,7.19,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,Better Offer,5.0,1
EMP-1233,Male,33,1,0,3.0,Bachelor,0,7.9,0.0,10,1.0,250,30,210,789.21,113,5390.0,2203.81,0,12.93,547,61,Manager,Legal,Rio de Janeiro,4,4.82,3,1,5,4,5,5,5,4,4,4,5,5,2,5,4,5,5,4,3,4,5,4,5,2,4,3,5,4,4,4,3,4,4,4,4,Personal,3.0,1
EMP-1234,Male,36,5,2,2.0,Master,0,1.3,0.0,6,1.0,250,30,214,508.16,61,5080.0,1342.04,0,10.48,309,-40,Assistant,IT,Remote,3,3.52,2,1,4,3,5,3,3,2,3,4,3,4,3,3,3,4,5,5,4,4,5,4,4,5,4,4,4,3,3,5,3,4,4,3,5,Personal,2.0,1
EMP-1235,Female,56,4,0,23.0,Bachelor,0,14.9,0.2786274194729948,11,1.0,250,30,209,0.0,12,3600.0,0.0,0,7.5,456,17,Manager,Sales,Curitiba,6,6.82,5,6,5,5,3,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,5,5,None,,0
EMP-1236,Male,44,2,1,11.0,Master,0,2.2,0.0,3,1.0,250,30,217,782.11,200,7940.0,1869.87,0,10.16,506,-26,Analyst,IT,Sao Paulo,6,6.52,5,6,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1237,Male,36,1,1,16.0,High School,0,3.9,0.0,4,1.0,250,30,216,0.0,2,2400.0,0.0,0,11.64,512,88,Manager,Operations,Sao Paulo,8,8.18,4,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1238,Male,36,0,0,,High School,0,2.9,0.0,8,1.0,250,30,212,269.02,18,2720.0,269.02,0,13.91,329,-6,Specialist,IT,Rio de Janeiro,9,8.99,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,None,,0
EMP-1239,Female,48,0,0,,High School,0,6.0,0.0,6,0.5,125,15,104,250.66,220,3440.0,1305.44,0,10.51,497,66,Analyst,Legal,Sao Paulo,5,4.62,5,4,5,3,4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,5,4,5,5,4,5,Dissatisfaction,3.0,1
EMP-1240,Female,50,2,0,11.0,PhD,1,2.0,0.0,7,1.0,250,30,213,216.51,14,5780.0,216.51,0,7.61,497,58,Intern,Legal,Rio de Janeiro,6,6.91,5,4,5,3,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Dissatisfaction,5.0,1
EMP-1241,Female,46,2,0,15.0,Bachelor,0,5.0,0.0,3,1.0,250,30,217,0.0,11,3480.0,0.0,0,7.27,617,25,Manager,IT,Belo Horizonte,7,8.18,5,10,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,Better Offer,5.0,1
EMP-1242,Female,32,4,2,14.0,Bachelor,0,8.7,0.0,5,0.5,125,15,105,430.88,103,2590.0,279.26,0,8.6,531,-81,Assistant,Finance,Sao Paulo,7,7.04,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1243,Male,39,1,0,15.0,High School,0,0.9,0.0,5,1.0,250,30,215,97.02,92,4230.0,1391.71,0,9.96,475,-6,Analyst,Marketing,Rio de Janeiro,7,8.17,5,7,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1244,Female,18,0,0,,No Degree,0,7.9,0.0,3,1.0,250,30,217,0.0,0,2180.0,0.0,0,12.06,395,34,Assistant,Legal,Rio de Janeiro,7,6.98,5,9,5,5,4,5,5,5,5,4,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,None,,0
EMP-1245,Female,32,2,0,1.0,High School,1,12.1,0.0,6,1.0,250,30,214,164.46,28,2880.0,164.46,0,11.02,415,57,Manager,HR,Remote,8,8.41,5,7,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1246,Male,30,1,0,8.0,Bachelor,0,3.4,0.0,2,1.0,250,30,218,235.19,55,4200.0,235.19,0,8.46,512,-27,Specialist,Sales,Sao Paulo,7,7.86,5,7,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1247,Male,54,2,0,33.0,PhD,0,2.3,0.0,10,1.0,250,30,210,536.88,23,6000.0,536.88,0,9.0,497,98,Analyst,HR,Sao Paulo,3,3.6,5,1,3,5,4,3,3,4,4,4,4,5,5,3,3,4,3,4,5,3,4,4,3,5,4,4,3,4,4,3,3,5,4,4,4,Better Offer,1.0,1
EMP-1248,Male,37,0,0,,No Degree,0,6.2,0.0,1,1.0,250,30,219,201.97,54,3450.0,201.97,0,7.26,492,-59,Specialist,IT,Rio de Janeiro,6,6.11,5,7,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1249,Male,31,0,0,,Master,0,1.8,0.0,5,1.0,250,30,215,67.57,155,6910.0,2430.52,0,13.24,568,117,Assistant,Operations,Sao Paulo,4,4.23,4,5,4,5,5,4,5,5,4,3,3,4,4,4,3,5,4,3,5,5,3,4,5,3,3,4,5,5,4,3,4,3,4,4,3,None,,0
EMP-1250,Male,24,0,0,,High School,0,3.4,0.0,4,1.0,250,30,216,175.4,24,2720.0,175.4,0,7.87,426,-1,Analyst,Sales,Rio de Janeiro,7,7.52,4,9,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-1251,Male,40,2,1,15.0,High School,0,2.0,0.0,4,0.75,187,22,161,174.17,71,2865.0,686.33,0,9.98,345,18,Specialist,Sales,Curitiba,6,6.82,5,6,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1252,Female,51,3,1,12.0,High School,0,4.0,0.0,10,1.0,250,30,210,471.32,210,6710.0,3331.4,0,9.43,546,0,Analyst,Legal,Rio de Janeiro,4,3.84,4,2,2,3,3,5,4,4,5,1,2,2,5,5,4,5,5,5,3,5,5,5,4,3,4,5,4,3,4,3,4,5,5,4,5,Better Offer,2.0,1
EMP-1253,Male,55,1,0,23.0,High School,0,5.6,0.0,7,1.0,250,30,213,93.89,16,2870.0,93.89,0,10.26,508,71,Analyst,Marketing,Rio de Janeiro,8,8.25,5,8,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-1254,Male,22,0,0,,High School,0,4.0,0.0,10,1.0,250,30,210,582.92,27,2760.0,582.92,0,9.42,576,48,Specialist,Legal,Sao Paulo,4,4.25,2,4,5,5,2,2,5,5,5,5,4,4,2,4,4,4,4,5,5,3,4,4,5,4,3,5,4,4,4,4,5,4,4,4,3,Dissatisfaction,4.0,1
EMP-1255,Female,52,0,0,,No Degree,0,4.3,0.0,6,1.0,250,30,214,0.0,2,2560.0,0.0,0,13.09,491,8,Specialist,IT,Remote,8,8.32,5,7,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1256,Male,20,0,0,,Bachelor,0,5.4,0.0,4,0.75,187,22,161,244.74,24,2610.0,244.74,0,11.33,473,-39,Manager,Sales,Rio de Janeiro,6,6.04,4,3,4,5,5,5,5,5,5,3,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,3,Better Offer,4.0,1
EMP-1257,Female,31,3,2,6.0,No Degree,0,4.2,0.0,2,1.0,250,30,218,261.3,21,2730.0,261.3,0,7.66,604,13,Specialist,Legal,Rio de Janeiro,4,5.19,5,5,4,4,4,3,4,3,3,2,4,3,4,5,4,3,5,5,5,4,3,2,3,5,3,5,5,4,4,4,4,4,5,4,5,Dissatisfaction,2.0,1
EMP-1258,Female,30,1,0,2.0,Bachelor,0,10.6,0.0,3,0.5,125,15,107,119.67,33,1880.0,119.67,0,8.24,537,-15,Analyst,Marketing,Remote,8,8.24,5,7,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1259,Female,62,1,0,5.0,PhD,0,38.8,0.3460562068085089,12,1.0,250,30,208,633.91,187,9360.0,3145.75,0,13.69,427,32,Manager,Operations,Sao Paulo,6,6.1,4,7,5,5,4,5,3,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,None,,0
EMP-1260,Male,39,1,0,10.0,High School,0,14.5,0.0,1,1.0,250,30,219,0.0,3,2450.0,0.0,0,11.66,581,10,Analyst,Sales,Belo Horizonte,6,6.56,4,5,5,5,3,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,Better Offer,3.0,1
EMP-1261,Male,33,3,2,9.0,PhD,0,14.6,0.0,7,1.0,250,30,213,745.74,69,6710.0,2691.19,0,13.1,583,-24,Specialist,Operations,Curitiba,6,7.14,5,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-1262,Female,31,2,2,9.0,Bachelor,0,3.4,0.0,6,0.75,187,22,159,188.57,71,3397.5,911.26,0,10.15,654,34,Specialist,Marketing,Remote,9,8.95,5,9,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1263,Male,31,1,1,4.0,High School,0,9.1,0.0,7,1.0,250,30,213,209.14,14,2590.0,209.14,0,9.82,515,88,Specialist,HR,Sao Paulo,5,5.6,5,4,4,5,5,5,4,4,3,5,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,4,5,3,5,5,5,5,5,4,Dissatisfaction,4.0,1
EMP-1264,Male,31,2,1,2.0,Bachelor,0,2.1,0.0,5,1.0,250,30,215,394.01,23,3570.0,394.01,0,8.64,541,75,Analyst,Marketing,Sao Paulo,5,5.69,3,7,5,3,3,5,5,5,5,3,4,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,3,5,4,4,4,None,,0
EMP-1265,Female,27,1,0,0.0,High School,0,4.0,0.0,4,1.0,250,30,216,218.06,70,3670.0,1495.97,0,13.32,486,-56,Specialist,Sales,Remote,7,7.54,5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,None,,0
EMP-1266,Male,40,2,2,17.0,No Degree,0,16.7,0.0,5,1.0,250,30,215,602.37,38,3160.0,602.37,0,9.63,632,63,Assistant,HR,Sao Paulo,7,7.6,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1267,Male,30,2,2,0.0,High School,0,6.2,0.0,7,1.0,250,30,213,75.59,28,2860.0,75.59,0,9.86,480,5,Analyst,Legal,Belo Horizonte,8,8.2,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-1268,Female,42,0,0,,High School,0,3.9,0.0,12,1.0,250,30,208,1363.93,212,6660.0,1659.23,0,10.2,719,57,Analyst,Sales,Rio de Janeiro,6,6.27,5,7,3,5,3,4,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,4,5,5,5,4,5,5,5,4,4,4,5,5,5,Better Offer,5.0,1
EMP-1269,Female,36,1,1,0.0,Master,0,7.3,0.0,5,1.0,250,30,215,291.97,70,5260.0,1267.97,0,11.83,648,0,Specialist,Sales,Curitiba,8,8.51,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Stress,5.0,1
EMP-1270,Male,41,1,1,0.0,Master,0,4.3,0.0,4,1.0,250,30,216,730.85,119,6290.0,1832.81,0,12.3,412,-3,Manager,Finance,Sao Paulo,7,7.35,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-1271,Female,53,1,1,13.0,Bachelor,0,7.4,0.0,12,1.0,250,30,208,0.0,2,3370.0,0.0,0,7.29,469,23,Analyst,Sales,Rio de Janeiro,7,7.41,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
